time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-01T23:19:20.210Z,-33.7623,-178.8376,35,4.7,mb,,116,4.569,1.19,us,usc000tua2,2015-03-02T07:21:49.122Z,"258km S of L'Esperance Rock, New Zealand",earthquake
2015-03-01T23:11:38.400Z,18.5566,-66.8034,82,2.9,Md,11,208.8,0.21290072,0.23,pr,pr15060006,2015-03-02T07:14:06.886Z,"8km NNE of Hatillo, Puerto Rico",earthquake
2015-03-01T22:59:32.890Z,-20.6575,-179.1536,609.61,4.5,mb,,138,3.919,0.54,us,usc000tua6,2015-03-15T22:37:35.627Z,"47km W of Ndoi Island, Fiji",earthquake
2015-03-01T22:57:24.000Z,51.6563,-176.8591,41.3,2.9,ml,,,,0.45,us,usc000tv43,2015-03-15T22:31:31.836Z,"28km SSW of Adak, Alaska",earthquake
2015-03-01T21:39:37.990Z,-59.7362,-151.1125,14.97,4.8,mb,,222,22.745,0.24,us,usc000tva6,2015-03-15T22:28:34.821Z,"Pacific-Antarctic Ridge",earthquake
2015-03-01T21:02:12.360Z,-37.4214,177.4053,12.61,4.4,mwr,,94,0.73,0.73,us,usc000tva4,2015-03-15T22:00:45.671Z,"70km NNE of Whakatane, New Zealand",earthquake
2015-03-01T21:02:03.000Z,50.5598,176.7079,25.6,3.2,ml,,,,1.03,us,usc000tv3k,2015-03-13T00:04:13.861Z,"182km SSW of Kiska Volcano, Alaska",earthquake
2015-03-01T19:21:56.240Z,36.6669,137.5007,242.98,4.7,mb,,49,0.578,0.53,us,usc000tu9b,2015-03-03T23:42:07.040Z,"12km ESE of Kamiichi, Japan",earthquake
2015-03-01T18:25:22.200Z,18.2898,-66.061,117,2.6,Md,15,133.2,0.02874609,0.2,pr,pr15060005,2015-03-03T21:14:48.040Z,"4km NNW of Bairoa, Puerto Rico",earthquake
2015-03-01T17:11:55.000Z,61.1375,-152.5885,145.7,3.6,ml,,,,0.82,ak,ak11520593,2015-03-05T02:12:52.165Z,"73km N of Redoubt Volcano, Alaska",earthquake
2015-03-01T16:56:32.770Z,-20.8352,-178.5909,595.75,4.6,mb,,112,4.415,0.79,us,usc000tu7p,2015-03-02T00:59:11.984Z,"23km SSE of Ndoi Island, Fiji",earthquake
2015-03-01T16:50:11.700Z,-23.961,179.2302,545.62,4.7,mb,,89,6.282,0.86,us,usc000tu7j,2015-03-02T00:52:44.566Z,"South of the Fiji Islands",earthquake
2015-03-01T16:49:17.490Z,35.3487,-97.9649,5,2.6,mb_lg,,127,0.422,0.76,us,usc000tu7f,2015-03-02T02:46:04.688Z,"4km NNW of Minco, Oklahoma",earthquake
2015-03-01T16:26:19.210Z,-27.2388,-71.4156,10,4.1,mb,,146,0.993,1.54,us,usc000tu7d,2015-03-02T00:29:01.123Z,"108km W of Copiapo, Chile",earthquake
2015-03-01T15:48:18.530Z,-27.2012,-71.5564,12.26,5,mb,,107,1.071,1.43,us,usc000tu6z,2015-03-12T17:30:22.000Z,"122km W of Copiapo, Chile",earthquake
2015-03-01T15:46:17.420Z,31.0268,141.798,23.2,4.5,mb,,120,2.678,0.89,us,usc000tu72,2015-03-01T23:49:00.655Z,"295km SE of Hachijo-jima, Japan",earthquake
2015-03-01T15:08:28.490Z,-17.2175,-71.9257,57.56,5,mb,,134,1.895,0.74,us,usc000tu6s,2015-03-14T00:37:16.767Z,"14km WSW of Punta de Bombon, Peru",earthquake
2015-03-01T14:22:50.270Z,35.9211667,-120.4705,5.21,2.78,md,81,41,0.0255,0.07,nc,nc72403665,2015-03-03T00:30:06.256Z,"26km SSW of Coalinga, California",earthquake
2015-03-01T13:03:50.000Z,63.4684,-145.8363,10.3,2.7,ml,,,,1.02,ak,ak11520514,2015-03-05T02:13:26.839Z,"54km SW of Deltana, Alaska",earthquake
2015-03-01T12:28:06.500Z,35.331,-97.9672,3.894,2.8,ml,,157,,0.61,us,usc000tu6h,2015-03-15T13:46:24.033Z,"2km NW of Minco, Oklahoma",earthquake
2015-03-01T10:24:41.370Z,23.5657,98.8546,10,5.2,mb,,25,3.868,0.77,us,usc000tu67,2015-03-15T10:40:41.891Z,"25km SSE of Nansan, China",earthquake
2015-03-01T10:02:39.000Z,57.0129,-154.6923,20,2.8,ml,,,,1.17,ak,ak11520489,2015-03-15T08:43:00.040Z,"72km SW of Larsen Bay, Alaska",earthquake
2015-03-01T09:01:56.400Z,19.0109,-65.527,41,2.8,Md,8,277.2,0.73661853,0.07,pr,pr15060003,2015-03-15T06:50:15.040Z,"72km NNE of Vieques, Puerto Rico",earthquake
2015-03-01T08:58:54.730Z,35.9548,-96.7839,3.9,3,mb_lg,,77,0.023,0.67,us,usc000tu60,2015-03-01T16:07:42.894Z,"3km SSW of Cushing, Oklahoma",earthquake
2015-03-01T08:30:06.530Z,13.5485,-90.8901,35,5,mb,,95,1.245,1.13,us,usc000tu5z,2015-03-10T22:14:49.000Z,"42km S of Puerto San Jose, Guatemala",earthquake
2015-03-01T08:16:18.580Z,36.8804,-98.028,4.32,2.6,mb_lg,,88,0.092,0.36,us,usc000tu5x,2015-03-01T13:41:04.498Z,"27km WNW of Medford, Oklahoma",earthquake
2015-03-01T07:45:21.000Z,59.995,-153.2869,131.4,2.9,ml,,,,0.65,ak,ak11520437,2015-03-05T02:13:18.743Z,"62km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-01T07:16:48.280Z,34.0559,137.5374,322.6,4.1,mb,,65,0.818,1,us,usc000tu5n,2015-03-01T15:19:15.090Z,"72km SSE of Tahara, Japan",earthquake
2015-03-01T07:01:56.630Z,4.7381,125.9146,99.38,5.3,mb,,72,4.198,1.29,us,usc000tu5k,2015-03-01T15:04:37.382Z,"88km SE of Sarangani, Philippines",earthquake
2015-03-01T05:15:59.620Z,36.1195,-97.4481,6.11,2.6,mb_lg,,63,0.48,0.47,us,usc000tu54,2015-03-01T06:44:50.360Z,"22km NE of Crescent, Oklahoma",earthquake
2015-03-01T04:56:54.799Z,41.8779,-119.6259,9.2334,2.69,ml,5,122.62,0.147,0.1704,nn,nn00485104,2015-03-02T03:25:31.280Z,"72km SE of Lakeview, Oregon",earthquake
2015-03-01T03:32:36.340Z,0.0723,124.4756,89.18,5.4,mb,,43,2.031,1.37,us,usc000tu4z,2015-03-01T03:51:25.389Z,"64km ESE of Molibagu, Indonesia",earthquake
2015-03-01T02:59:50.900Z,19.2318,-67.1875,26,3,Md,6,338.4,0.76356799,0.3,pr,pr15060000,2015-03-01T11:02:29.344Z,"82km NNW of Isabela, Puerto Rico",earthquake
2015-03-01T02:47:20.840Z,37.0905,-97.8534,7.44,3.5,mb_lg,,44,0.023,0.4,us,usc000tu4j,2015-03-14T00:38:01.247Z,"17km ESE of Anthony, Kansas",earthquake
2015-03-01T01:47:03.350Z,39.1471667,-123.5098333,5.25,2.58,md,42,104,0.0357,0.11,nc,nc72403460,2015-03-12T04:34:16.580Z,"19km NW of Boonville, California",earthquake
2015-03-01T01:42:53.590Z,0.9188,-28.2869,10,4.7,mb,,100,10.134,1.13,us,usc000tu46,2015-03-01T09:45:31.314Z,"Central Mid-Atlantic Ridge",earthquake
2015-03-01T00:51:34.300Z,18.5494,-66.1224,108,2.7,Md,3,198,0.48059868,0.18,pr,pr15060001,2015-03-15T03:30:38.366Z,"9km N of San Juan, Puerto Rico",earthquake
2015-03-01T00:05:12.200Z,35.9531,-96.7739,3.88,3.2,ml,,78,,0.49,us,usc000tu3p,2015-03-15T04:19:10.724Z,"3km S of Cushing, Oklahoma",earthquake
2015-02-28T23:08:44.450Z,36.536,-89.6391667,13.44,3.12,md,51,33,0.02476,0.08,nm,nm60070727,2015-03-18T04:18:18.248Z,"6km SSW of Lilbourn, Missouri",earthquake
2015-02-28T22:39:31.910Z,-4.9346,151.5683,133.95,4.7,mb,,73,0.947,0.81,us,usc000tu2x,2015-03-18T04:51:29.213Z,"100km SW of Kokopo, Papua New Guinea",earthquake
2015-02-28T22:06:53.500Z,36.8349,-97.8779,2.957,2.9,mb_lg,,85,,0.67,us,usc000tu2r,2015-03-18T04:59:23.437Z,"13km WNW of Medford, Oklahoma",earthquake
2015-02-28T22:06:33.330Z,13.8527,-91.8856,35,4.8,mb,,127,0.693,1.01,us,usc000tu2q,2015-03-01T06:09:15.197Z,"49km S of Champerico, Guatemala",earthquake
2015-02-28T20:41:27.370Z,23.915,-108.3654,16.37,4.6,mb,,166,3.875,1.44,us,usc000tu1w,2015-03-01T04:43:54.856Z,"111km WSW of El Dorado, Mexico",earthquake
2015-02-28T20:10:24.000Z,-15.7,-71.99,12,4.8,mb,,,,1.57,us,usc000tu1j,2015-03-05T06:33:19.253Z,"34km N of Lluta, Peru",earthquake
2015-02-28T20:01:04.060Z,36.1397,-97.2912,5.48,3.1,mb_lg,,22,0.411,0.68,us,usc000tu1q,2015-03-15T04:19:38.904Z,"16km S of Perry, Oklahoma",earthquake
2015-02-28T19:27:28.410Z,-56.3206,-27.078,88.95,5.4,mb,,55,5.749,0.89,us,usc000tu15,2015-03-01T03:30:10.190Z,"42km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-02-28T17:58:38.300Z,35.7919,-97.3049,6.08,2.8,ml,,55,,0.69,us,usc000tu0u,2015-03-04T19:21:03.376Z,"14km SE of Guthrie, Oklahoma",earthquake
2015-02-28T16:31:19.130Z,1.5263,126.622,70.96,4.4,mb,,152,1.056,0.7,us,usc000tu0k,2015-03-01T00:34:02.464Z,"116km NW of Kota Ternate, Indonesia",earthquake
2015-02-28T15:53:20.540Z,52.683,-170.6706,86.7,3.8,mb,,168,1.139,1.4,us,usc000tu0e,2015-03-06T03:52:24.364Z,"6km NNE of Yunaska Island, Alaska",earthquake
2015-02-28T15:38:02.300Z,1.5331,66.8198,10,4.7,mb,,82,10.513,1.02,us,usc000tu0c,2015-02-28T23:40:31.747Z,"Carlsberg Ridge",earthquake
2015-02-28T15:21:20.000Z,56.6069,-156.7032,81.2,2.7,ml,,,,0.55,ak,ak11523139,2015-03-06T02:23:14.481Z,"109km NW of Chirikof Island, Alaska",earthquake
2015-02-28T14:21:30.000Z,52.2001,-169.9218,27.6,2.5,ml,,,,0.57,ak,ak11523132,2015-03-06T02:23:32.484Z,"71km SE of Yunaska Island, Alaska",earthquake
2015-02-28T12:36:09.000Z,51.8923,-166.4015,25,2.9,ml,,,,0.8,ak,ak11519722,2015-03-06T02:21:22.825Z,"204km SE of Nikolski, Alaska",earthquake
2015-02-28T12:28:03.860Z,15.3536,-61.365,134.74,4.6,mb,,41,0.116,0.83,us,usc000ttzg,2015-02-28T13:32:37.569Z,"3km E of Mahaut, Dominica",earthquake
2015-02-28T11:35:37.910Z,37.2125,-118.194,10.13,2.68,md,38,186,0.1606,0.07,nc,nc72403110,2015-03-02T22:30:03.282Z,"9km ENE of Big Pine, California",earthquake
2015-02-28T11:13:02.870Z,-3.5996,144.1368,10,4.6,mb,,88,3.576,0.92,us,usc000ttz7,2015-02-28T19:15:33.535Z,"51km N of Angoram, Papua New Guinea",earthquake
2015-02-28T10:53:04.800Z,-8.8342,118.84,122.26,5,mb,,74,3.364,1.2,us,usc000ttz2,2015-02-28T18:55:46.350Z,"15km S of Karumbu, Indonesia",earthquake
2015-02-28T10:41:36.738Z,38.9075,-115.3789,0,3.88,ml,17,72.04,0.582,0.2202,nn,nn00485024,2015-03-05T01:02:16.235Z,"19km NNE of Currant, Nevada",earthquake
2015-02-28T10:11:52.000Z,57.7017,-154.0282,52.4,3,ml,,,,0.61,ak,ak11519646,2015-03-06T02:22:25.999Z,"18km N of Larsen Bay, Alaska",earthquake
2015-02-28T09:14:33.140Z,36.464,-97.33,6.52,2.8,mb_lg,,58,0.312,0.3,us,usc000ttyj,2015-03-01T00:23:54.844Z,"19km N of Perry, Oklahoma",earthquake
2015-02-28T08:44:05.940Z,37.0902,-97.8391,7.34,2.9,mb_lg,,53,0.032,0.46,us,usc000ttyc,2015-02-28T19:21:22.951Z,"18km ESE of Anthony, Kansas",earthquake
2015-02-28T08:42:30.700Z,17.728,-63.9556,156,4,Md,16,313.2,0.77255114,0.37,pr,pr15059000,2015-02-28T16:45:03.851Z,"75km W of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2015-02-28T08:40:40.040Z,35.6273,140.7215,47.41,4.7,mb,,135,0.74,0.96,us,usc000ttya,2015-02-28T10:38:12.339Z,"11km SSE of Asahi, Japan",earthquake
2015-02-28T08:24:24.920Z,43.64,18.4225,4.65,4.2,mb,,43,1.223,0.79,us,usc000tty8,2015-02-28T10:09:02.115Z,"15km SE of Gracanica, Bosnia and Herzegovina",earthquake
2015-02-28T07:22:17.000Z,50.9979,-179.523,25.6,2.6,ml,,,,0.74,ak,ak11519545,2015-03-06T02:21:41.194Z,"41km SW of Amatignak Island, Alaska",earthquake
2015-02-28T06:39:01.000Z,52.5892,-173.7329,209,2.9,ml,,,,0.27,ak,ak11523092,2015-03-06T02:22:02.662Z,"54km NE of Atka, Alaska",earthquake
2015-02-28T05:52:44.640Z,36.5425,-98.1523,5,2.7,mb_lg,,90,0.141,0.49,us,usc000ttxq,2015-02-28T06:34:21.897Z,"10km E of Helena, Oklahoma",earthquake
2015-02-28T05:48:10.490Z,-17.3515,-178.5321,551.34,4.6,mb,,147,3.281,0.86,us,usc000ttxr,2015-02-28T13:50:36.764Z,"245km ESE of Lambasa, Fiji",earthquake
2015-02-28T04:53:10.610Z,-4.9991,-78.2253,62.56,4.6,mb,,142,5.206,0.44,us,usc000ttxg,2015-02-28T12:40:50.898Z,"71km NNE of La Peca, Peru",earthquake
2015-02-28T04:43:03.270Z,-12.0556,-76.5579,29.31,3.9,mb,,113,0.286,0.92,us,usc000ttzb,2015-02-28T18:41:24.183Z,"19km SE of Nicolas de Pierola, Peru",earthquake
2015-02-28T03:45:33.130Z,-36.8219,-72.9926,31.34,4.7,mb,,71,0.034,0.81,us,usc000ttx8,2015-02-28T23:59:38.787Z,"5km E of Concepcion, Chile",earthquake
2015-02-28T03:30:46.700Z,-21.7657,-70.6639,17.33,4.2,mwr,,184,0.724,1.08,us,usc000ttx7,2015-02-28T11:33:39.972Z,"60km NW of Tocopilla, Chile",earthquake
2015-02-28T03:04:13.670Z,31.7068333,-115.8715,5.4,3.16,ml,11,132,0.3041,0.35,ci,ci37105239,2015-03-02T18:16:15.254Z,"66km E of Maneadero, B.C., Mexico",earthquake
2015-02-28T02:14:58.670Z,11.8558,142.2141,35,4.6,mb,,117,3.11,0.71,us,usc000ttwy,2015-02-28T10:17:37.795Z,"296km NE of Fais, Micronesia",earthquake
2015-02-28T01:02:50.830Z,16.983,145.9795,10,5.1,mb,,73,0.688,0.77,us,usc000ttwj,2015-02-28T09:06:12.048Z,"76km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-28T00:44:30.000Z,51.6357,177.9682,61.6,3.2,ml,,,,0.5,ak,ak11519409,2015-03-06T03:53:02.047Z,"50km SW of Little Sitkin Island, Alaska",earthquake
2015-02-28T00:42:37.000Z,51.6577,177.9199,62,3.4,ml,,,,0.47,ak,ak11519411,2015-03-06T03:52:43.320Z,"51km SW of Little Sitkin Island, Alaska",earthquake
2015-02-28T00:40:43.110Z,42.6867,144.3223,91.45,4.6,mb,,125,1.093,0.95,us,usc000ttw7,2015-02-28T08:43:21.331Z,"32km S of Kushiro, Japan",earthquake
2015-02-28T00:37:56.840Z,37.0858,-97.8721,7.38,2.5,mb_lg,,46,0.022,0.65,us,usc000ttw3,2015-02-28T01:02:05.591Z,"16km ESE of Anthony, Kansas",earthquake
2015-02-27T23:46:44.720Z,14.0521,-90.8595,94.94,4.8,mb,,118,0.936,1.03,us,usc000ttvt,2015-03-02T04:43:28.791Z,"14km NNW of Puerto San Jose, Guatemala",earthquake
2015-02-27T23:20:42.400Z,-21.7843,-70.6008,35.3,3.7,ml,,192,0.666,1.24,us,usc000ttvh,2015-02-28T07:23:16.369Z,"53km NW of Tocopilla, Chile",earthquake
2015-02-27T22:40:49.410Z,32.9403,-88.016,4.6,3.1,mb_lg,,64,0.261,0.7,us,usc000ttvd,2015-03-04T02:41:22.073Z,"16km NW of Eutaw, Alabama",earthquake
2015-02-27T20:56:45.000Z,19.1021,-68.8823,40,3.4,Md,6,342,1.79213899,0.25,pr,pr15058002,2015-02-28T17:59:48.040Z,"21km NE of Miches, Dominican Republic",earthquake
2015-02-27T20:32:15.000Z,50.4861,-174.0794,13.1,2.9,ml,,,,0.34,ak,ak11519225,2015-03-04T22:19:39.418Z,"190km S of Atka, Alaska",earthquake
2015-02-27T20:23:10.300Z,36.2661,-97.3809,6.809,3.3,ml,,46,,0.62,us,usc000ttu2,2015-03-01T20:26:19.163Z,"8km WSW of Perry, Oklahoma",earthquake
2015-02-27T19:44:17.540Z,16.8872,145.843,35.17,4.7,mb,,76,0.557,0.75,us,usc000ttu4,2015-02-28T17:09:49.655Z,"61km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-27T19:02:41.040Z,-37.1304,52.4582,13.18,4.9,mb,,66,9.303,0.98,us,usc000ttth,2015-02-28T16:36:11.912Z,"South Indian Ocean",earthquake
2015-02-27T19:00:10.790Z,1.0461,-77.4876,113.92,4,mb,,92,1.254,1.25,us,usc000tttf,2015-02-28T16:10:29.187Z,"2km SE of Imues, Colombia",earthquake
2015-02-27T18:18:06.000Z,53.5715,-166.1655,44.2,2.5,ml,,,,0.38,ak,ak11519062,2015-03-04T22:19:11.468Z,"41km SE of Unalaska, Alaska",earthquake
2015-02-27T17:36:51.140Z,16.9494,145.918,17.99,5,mb,,50,0.636,0.65,us,usc000ttql,2015-02-28T16:01:34.418Z,"70km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-27T17:23:11.300Z,47.4606,-115.8078,2,2.7,md,,82,0.535,0.58,us,usc000ttti,2015-02-28T15:00:33.339Z,"1km SSW of Mullan, Idaho",earthquake
2015-02-27T16:52:01.970Z,16.9849,145.8317,23.45,4.8,mb,,89,0.65,0.8,us,usc000ttq8,2015-02-28T00:54:39.967Z,"71km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-27T16:45:20.520Z,17.0008,145.8354,29.85,5,mb,,93,0.666,0.66,us,usc000ttp5,2015-02-28T00:47:49.303Z,"73km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-27T16:24:50.580Z,16.9175,145.8377,19.69,5.7,mb,,94,0.585,1,us,usc000ttnw,2015-02-28T00:27:52.122Z,"64km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-02-27T15:51:14.000Z,50.3305,-174.2653,16.3,2.5,ml,,,,0.8,ak,ak11522150,2015-03-05T21:43:15.320Z,"207km S of Atka, Alaska",earthquake
2015-02-27T15:27:56.820Z,-7.4758,122.5155,567.88,5.1,mb,,52,1.184,1.17,us,usc000ttms,2015-02-27T23:30:38.100Z,"110km N of Nebe, Indonesia",earthquake
2015-02-27T14:54:08.030Z,9.9026,126.5135,68.65,4.9,mb,,111,9.11,0.86,us,usc000ttmh,2015-02-27T22:56:44.147Z,"41km ENE of General Luna, Philippines",earthquake
2015-02-27T13:45:05.430Z,-7.2878,122.532,552.33,7,mww,,14,1.37,1.06,us,usc000ttkd,2015-03-10T16:54:10.887Z,"131km N of Nebe, Indonesia",earthquake
2015-02-27T12:53:09.720Z,31.9693,31.0215,15.74,4.3,mb,,106,3.553,1.33,us,usc000ttjy,2015-02-27T20:55:48.306Z,"73km N of Al Hamul, Egypt",earthquake
2015-02-27T12:18:21.820Z,32.8254,-96.8928,5,3.1,mb_lg,,48,0.024,0.78,us,usc000ttju,2015-03-05T02:53:45.570Z,"5km ENE of Irving, Texas",earthquake
2015-02-27T11:41:17.000Z,55.8129,-160.7667,148.6,2.6,ml,,,,0.2,ak,ak11518770,2015-03-04T22:20:03.201Z,"55km NNW of Sand Point, Alaska",earthquake
2015-02-27T11:35:15.040Z,-7.0389,155.298,71.11,5.3,mb,,20,4.21,0.8,us,usc000ttjq,2015-02-27T12:04:33.810Z,"82km SSW of Panguna, Papua New Guinea",earthquake
2015-02-27T07:58:03.430Z,28.2612,128.3134,134.76,4.9,mb,,83,1.42,0.94,us,usc000ttj3,2015-02-27T16:00:31.331Z,"115km W of Naze, Japan",earthquake
2015-02-27T06:02:51.660Z,-17.7651,-178.1119,524.57,4.5,mb,,72,3.654,1,us,usc000ttis,2015-02-27T14:06:04.727Z,"Fiji region",earthquake
2015-02-27T04:25:13.100Z,36.8856,-98.2961,5.999,2.6,ml,,119,,0.36,us,usc000ttmu,2015-03-18T04:04:00.905Z,"15km NNE of Cherokee, Oklahoma",earthquake
2015-02-27T03:44:00.390Z,-37.7869,-93.6862,10,4.2,mb,,154,21.463,0.33,us,usc000tuwa,2015-03-18T05:04:28.282Z,"West Chile Rise",earthquake
2015-02-27T03:39:10.950Z,34.5959,73.3339,26.86,4.2,mb,,87,0.944,1.4,us,usc000ttik,2015-03-18T04:20:15.030Z,"20km NNE of Baffa, Pakistan",earthquake
2015-02-27T03:14:14.250Z,-3.3515,101.7089,102.42,4.5,mb,,105,1.597,0.59,us,usc000ttih,2015-03-18T04:00:22.456Z,"79km NW of Bengkulu, Indonesia",earthquake
2015-02-27T03:08:32.050Z,-3.0311,142.6217,10,4.6,mb,,78,18.474,0.62,us,usc000ttii,2015-03-18T03:48:50.429Z,"32km ENE of Aitape, Papua New Guinea",earthquake
2015-02-27T02:39:52.810Z,-32.8176,179.9147,201.47,4.4,mb,,123,4.013,0.94,us,usc000ttia,2015-03-18T03:13:49.500Z,"189km SW of L'Esperance Rock, New Zealand",earthquake
2015-02-27T02:36:02.800Z,36.4671,-97.3435,7.7,2.5,ml,,52,0.313,0.37,us,usc000ttt0,2015-03-15T02:18:31.419Z,"20km NNW of Perry, Oklahoma",earthquake
2015-02-27T02:24:48.000Z,33.61,60.69,12.1,4.4,mb,,,,1.2,us,usc000tti5,2015-03-18T02:28:36.040Z,"121km SSW of Tir Pul, Afghanistan",earthquake
2015-02-27T01:29:21.270Z,34.5484,73.307,27.37,4,mb,,67,0.896,1.26,us,usc000tti2,2015-03-18T01:35:32.797Z,"14km NNE of Baffa, Pakistan",earthquake
2015-02-27T01:04:38.690Z,34.5936,73.3801,32.59,4.2,mb,,85,0.945,0.66,us,usc000tti0,2015-03-14T00:01:22.096Z,"22km NE of Baffa, Pakistan",earthquake
2015-02-27T00:47:38.150Z,-38.0676,-93.9368,10,5.1,mb,,140,13.024,0.89,us,usc000tthz,2015-02-27T08:50:18.627Z,"West Chile Rise",earthquake
2015-02-27T00:43:45.790Z,32.2198333,-117.6913333,20.85,3.36,ml,13,299,0.6119,0.17,ci,ci37104391,2015-02-27T06:45:12.803Z,"63km WSW of Rosarito, B.C., Mexico",earthquake
2015-02-27T00:30:59.200Z,36.3923,-97.284,5,2.5,ml,,62,,0.72,us,usc000tttl,2015-02-28T00:07:45.020Z,"11km N of Perry, Oklahoma",earthquake
2015-02-27T00:13:04.044Z,41.8563,-119.6455,8.9287,3.25,ml,5,223.64,0.149,0.1394,nn,nn00484766,2015-02-28T02:36:29.789Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-27T00:04:41.000Z,68.0846,-136.4556,21.5,2.7,ml,,,,0.52,ak,ak11522089,2015-03-04T22:19:48.397Z,"97km NW of Fort McPherson, Canada",earthquake
2015-02-26T23:44:57.680Z,-5.4343,152.9848,36.89,5.1,mb,,55,1.481,0.73,us,usc000tthp,2015-02-27T05:13:08.835Z,"107km S of Taron, Papua New Guinea",earthquake
2015-02-26T23:36:09.000Z,19.222,-66.9132,49,3.3,Md,19,284.4,0.76356799,0.46,pr,pr15057002,2015-02-27T07:38:43.482Z,"80km N of Isabela, Puerto Rico",earthquake
2015-02-26T22:32:15.330Z,28.0536,131.2366,10,4.7,mb,,65,2.225,0.73,us,usc000ttgt,2015-02-27T06:34:56.703Z,"175km E of Naze, Japan",earthquake
2015-02-26T21:59:05.090Z,34.6578,73.3017,28.94,5.4,mb,,21,1.005,0.98,us,usc000ttgc,2015-03-01T17:49:29.532Z,"24km E of Batgram, Pakistan",earthquake
2015-02-26T21:47:06.000Z,51.5223,-175.9834,26.3,2.5,ml,,,,0.44,ak,ak11518537,2015-03-03T03:02:25.271Z,"61km SE of Adak, Alaska",earthquake
2015-02-26T20:44:51.000Z,59.757,-152.7586,83.5,2.8,ml,,,,0.67,ak,ak11518530,2015-03-03T03:03:39.139Z,"52km W of Anchor Point, Alaska",earthquake
2015-02-26T19:17:48.408Z,41.9131,-119.5679,7.538,3.46,ml,5,125.38,0.172,0.1661,nn,nn00484723,2015-02-27T00:25:32.732Z,"70km ESE of Lakeview, Oregon",earthquake
2015-02-26T19:15:48.910Z,35.9737,142.193,30.78,4.6,mb,,136,1.641,0.61,us,usc000ttf3,2015-02-27T03:18:21.585Z,"125km ENE of Hasaki, Japan",earthquake
2015-02-26T18:52:32.790Z,9.6585,90.326,29.47,4.4,mb,,133,3.096,1.31,us,usc000ttet,2015-02-27T02:55:13.971Z,"Nicobar Islands, India region",earthquake
2015-02-26T18:49:16.360Z,37.7675,-113.1896667,12.47,2.71,ml,21,50,0.19,0.15,uu,uu60103017,2015-02-27T17:09:38.461Z,"14km W of Enoch, Utah",earthquake
2015-02-26T18:04:54.576Z,41.9111,-119.5732,11.2121,2.94,ml,6,123.54,0.169,0.1557,nn,nn00484715,2015-02-27T02:07:24.170Z,"72km ESE of Lakeview, Oregon",earthquake
2015-02-26T16:50:02.780Z,24.6798,122.3276,101.55,4.4,mwr,,29,0.657,0.72,us,usc000tte9,2015-02-27T18:37:18.917Z,"49km E of Su'ao, Taiwan",earthquake
