DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/31/2016,17:05,,,,,,MEEKER AVENUE,MORGAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3589886,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,17:05,,,,,,CROSS BRONX SERVICE ROAD,noble ave,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3590611,PASSENGER VEHICLE,,,,
12/31/2016,17:01,BRONX,10472,40.8286604,-73.8782347,"(40.8286604, -73.8782347)",BOYNTON AVENUE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590609,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,17:00,BRONX,10472,40.8341831,-73.8785643,"(40.8341831, -73.8785643)",WARD AVENUE,EAST 174 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3590604,SPORT UTILITY / STATION WAGON,BICYCLE,,,
12/31/2016,17:00,,,,,,CARVER LOOP,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3590074,TAXI,PASSENGER VEHICLE,,,
12/31/2016,17:00,QUEENS,11373,40.733967,-73.87177,"(40.733967, -73.87177)",,,90-15     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,3590329,PICK-UP TRUCK,,,,
12/31/2016,17:00,QUEENS,11105,40.7821561,-73.9144324,"(40.7821561, -73.9144324)",,,21-04     21 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590000,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,17:00,MANHATTAN,10022,40.7631145,-73.9738465,"(40.7631145, -73.9738465)",,,741       5 AVENUE,0,0,0,0,0,0,0,0,View Obstructed/Limited,Following Too Closely,,,,3590695,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,16:57,STATEN ISLAND,10306,40.5812422,-74.0984395,"(40.5812422, -74.0984395)",HYLAN BOULEVARD,JEFFERSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3590023,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,16:53,QUEENS,11691,40.5953606,-73.7675177,"(40.5953606, -73.7675177)",EDGEMERE AVENUE,BEACH 35 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3590200,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/31/2016,16:50,STATEN ISLAND,10310,40.6347481,-74.114537,"(40.6347481, -74.114537)",NORTH BURGHER AVENUE,CASTLETON AVENUE,,0,0,0,0,0,0,0,0,Accelerator Defective,,,,,3590369,PASSENGER VEHICLE,,,,
12/31/2016,16:50,QUEENS,11372,40.7495516,-73.8861679,"(40.7495516, -73.8861679)",80 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3590777,PASSENGER VEHICLE,,,,
12/31/2016,16:50,BRONX,10469,40.8768094,-73.847092,"(40.8768094, -73.847092)",,,3483      BOSTON ROAD,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3590142,PASSENGER VEHICLE,,,,
12/31/2016,16:45,MANHATTAN,10017,40.7536248,-73.9694324,"(40.7536248, -73.9694324)",EAST 48 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3589793,TAXI,,,,
12/31/2016,16:45,BROOKLYN,11203,40.6581196,-73.9339965,"(40.6581196, -73.9339965)",WINTHROP STREET,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Outside Car Distraction,Unspecified,,,3589983,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
12/31/2016,16:40,QUEENS,11420,40.6798185,-73.830721,"(40.6798185, -73.830721)",,,109-02    109 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3589915,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,16:40,BROOKLYN,11228,40.6180871,-74.0227324,"(40.6180871, -74.0227324)",BATTERY AVENUE,88 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590053,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,16:35,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3591085,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,16:35,,,,,,NORTH AVENUE,LIVERMORE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3590623,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,16:33,,,,,,BRUCKNER BOULEVARD,EAST 138 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3591198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,16:30,,,,,,WEST 172 STREET,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3589892,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/31/2016,16:30,,,,,,SNYDER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590253,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,16:30,,,,,,23 AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3589947,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
12/31/2016,16:30,QUEENS,11368,40.7435066,-73.8515516,"(40.7435066, -73.8515516)",53 AVENUE,111 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590344,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,16:30,QUEENS,11354,40.7639882,-73.8088872,"(40.7639882, -73.8088872)",,,156-18    NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3589946,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,16:30,MANHATTAN,10033,40.8549162,-73.9360388,"(40.8549162, -73.9360388)",WEST 187 STREET,OVERLOOK TERRACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3590826,PASSENGER VEHICLE,,,,
12/31/2016,16:30,BROOKLYN,11203,40.6552747,-73.931772,"(40.6552747, -73.931772)",LENOX ROAD,EAST 49 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590254,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,16:23,MANHATTAN,10034,40.8651071,-73.9184473,"(40.8651071, -73.9184473)",POST AVENUE,10 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590823,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,16:20,,,,,,MERRICK BOULEVARD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3589816,PASSENGER VEHICLE,,,,
12/31/2016,16:20,BROOKLYN,11209,40.623954,-74.0290925,"(40.623954, -74.0290925)",,,363       85 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3590051,PASSENGER VEHICLE,,,,
12/31/2016,15:35,,,,,,EAST FORDHAM ROAD,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3590400,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/31/2016,15:35,BRONX,10467,,,,,,2515      BOSTON ROAD,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3590888,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,15:30,,,,,,BAY PARKWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3589810,PASSENGER VEHICLE,,,,
12/31/2016,15:30,QUEENS,11385,40.703333,-73.8637955,"(40.703333, -73.8637955)",MYRTLE AVENUE,85 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3590415,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,15:30,QUEENS,11354,40.7589491,-73.8319096,"(40.7589491, -73.8319096)",ROOSEVELT AVENUE,PRINCE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3589954,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,15:30,BRONX,10467,40.8680875,-73.8653273,"(40.8680875, -73.8653273)",,,2903      HOLLAND AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590886,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,15:25,MANHATTAN,10029,40.7896243,-73.9400667,"(40.7896243, -73.9400667)",1 AVENUE,EAST 106 STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,3590171,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,15:24,BRONX,10459,40.8210693,-73.8989332,"(40.8210693, -73.8989332)",EAST 163 STREET,WESTCHESTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3590195,PASSENGER VEHICLE,,,,
12/31/2016,15:20,,,,,,BRIGHTWATER COURT,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3591405,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,15:15,,,,,,RICHMOND ROAD,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3589783,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,15:10,QUEENS,11377,40.7444713,-73.9115071,"(40.7444713, -73.9115071)",ROOSEVELT AVENUE,53 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3590310,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,15:07,BRONX,10456,40.8369817,-73.906921,"(40.8369817, -73.906921)",,,1430      WEBSTER AVENUE,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,,,,3591957,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,15:00,,,,,,,,BRISTOL STREET,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3589967,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,15:00,,,,,,,,283       PLATINUM AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3589772,PASSENGER VEHICLE,,,,
12/31/2016,15:00,,,,,,9 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590685,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,15:00,QUEENS,11420,40.6702684,-73.8209761,"(40.6702684, -73.8209761)",,,135-46    LEFFERTS BOULEVARD,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3589912,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,15:00,QUEENS,11419,40.6889926,-73.8170639,"(40.6889926, -73.8170639)",LIBERTY AVENUE,128 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3589913,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,15:00,QUEENS,11374,40.7303349,-73.8676226,"(40.7303349, -73.8676226)",BOOTH STREET,62 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3589788,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
12/31/2016,15:00,QUEENS,11354,40.7596798,-73.8323482,"(40.7596798, -73.8323482)",PRINCE STREET,39 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3589955,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:50,BRONX,10466,40.8966948,-73.85351,"(40.8966948, -73.85351)",EAST 237 STREET,BYRON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3590139,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:50,BROOKLYN,11214,40.6024219,-73.9945838,"(40.6024219, -73.9945838)",86 STREET,BAY 29 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3589815,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:50,BRONX,10475,40.8844583,-73.8328255,"(40.8844583, -73.8328255)",,,4008      BOSTON ROAD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590148,PASSENGER VEHICLE,PICK-UP TRUCK,,,
12/31/2016,14:50,BRONX,10472,40.8275168,-73.8531565,"(40.8275168, -73.8531565)",,,1012      OLMSTEAD AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3590600,PASSENGER VEHICLE,,,,
12/31/2016,14:48,QUEENS,11101,40.7471204,-73.9423823,"(40.7471204, -73.9423823)",44 DRIVE,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3589749,PASSENGER VEHICLE,,,,
12/31/2016,14:45,QUEENS,11385,40.7092662,-73.8700559,"(40.7092662, -73.8700559)",,,80-00     COOPER AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Backing Unsafely,,,,3590412,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:45,BRONX,10466,40.8885641,-73.8549927,"(40.8885641, -73.8549927)",,,849       EAST 228 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3590149,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,14:42,QUEENS,11368,40.7518316,-73.8697743,"(40.7518316, -73.8697743)",,,97-06     37 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3590775,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:40,,,,,,,,985       RICHMOND AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3589937,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/31/2016,14:40,,,,,,GRAND AVENUE,69 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590454,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:34,QUEENS,11363,40.7706748,-73.7354925,"(40.7706748, -73.7354925)",NORTHERN BOULEVARD,LITTLE NECK PARKWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3589717,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:30,,,,,,INWOOD STREET,,,1,0,0,0,0,0,1,0,Unsafe Speed,View Obstructed/Limited,,,,3589756,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:30,BROOKLYN,11234,40.6303234,-73.9212993,"(40.6303234, -73.9212993)",FLATLANDS AVENUE,EAST 57 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3590563,PASSENGER VEHICLE,,,,
12/31/2016,14:30,,,,,,212 STREET,93 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3589877,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:30,QUEENS,11428,40.7146318,-73.7513307,"(40.7146318, -73.7513307)",JAMAICA AVENUE,209 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3589879,TAXI,TAXI,,,
12/31/2016,14:30,QUEENS,11378,40.7267009,-73.9003282,"(40.7267009, -73.9003282)",65 PLACE,JAY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3590414,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:30,QUEENS,11102,40.7698881,-73.9278061,"(40.7698881, -73.9278061)",21 STREET,30 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,,3594251,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
12/31/2016,14:30,BROOKLYN,11222,40.7268143,-73.9535446,"(40.7268143, -73.9535446)",LORIMER STREET,MESEROLE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3589760,PASSENGER VEHICLE,,,,
12/31/2016,14:30,BRONX,10465,40.828184,-73.8238972,"(40.828184, -73.8238972)",,,3624      EAST TREMONT AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3590081,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:20,BRONX,10463,40.8810202,-73.9033081,"(40.8810202, -73.9033081)",,,5665      BROADWAY,1,0,1,0,0,0,0,0,Unspecified,,,,,3590574,BICYCLE,,,,
12/31/2016,14:18,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",SAINT ANNS AVENUE,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3591172,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,14:15,,,,,,MAIN STREET,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3591260,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:15,,,,,,JEROME AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3589746,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:15,,,,,,HEATH AVENUE,BAILEY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unsafe Speed,,,3589745,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:15,STATEN ISLAND,10306,40.5786236,-74.1016683,"(40.5786236, -74.1016683)",HYLAN BOULEVARD,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3589909,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:15,STATEN ISLAND,10306,40.5677114,-74.1397649,"(40.5677114, -74.1397649)",CLARKE AVENUE,KENSICO STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590947,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:15,QUEENS,11372,40.7505546,-73.8767101,"(40.7505546, -73.8767101)",,,90-05     37 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3590774,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:10,,,,,,3 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3589703,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:07,,,,,,WEST 57 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3590681,TAXI,,,,
12/31/2016,14:05,QUEENS,11423,40.7134732,-73.7738079,"(40.7134732, -73.7738079)",,,187-18    89 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3590675,PASSENGER VEHICLE,,,,
12/31/2016,14:00,BROOKLYN,11205,40.6966592,-73.9577345,"(40.6966592, -73.9577345)",,,481       PARK AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,3590894,PASSENGER VEHICLE,,,,
12/31/2016,14:00,,,40.743275,-73.77572,"(40.743275, -73.77572)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3589753,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:00,,,,,,,,2501      FOREST AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,3589928,PASSENGER VEHICLE,,,,
12/31/2016,14:00,,,,,,RICHMOND AVENUE,FOREST HILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3589716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,14:00,QUEENS,11427,40.7316801,-73.7415899,"(40.7316801, -73.7415899)",88 AVENUE,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3589876,PASSENGER VEHICLE,,,,
12/31/2016,14:00,QUEENS,11421,40.6851327,-73.8594842,"(40.6851327, -73.8594842)",,,81-05     ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590556,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/31/2016,14:00,BROOKLYN,11238,40.6741709,-73.9567033,"(40.6741709, -73.9567033)",FRANKLIN AVENUE,PARK PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3591103,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:00,BROOKLYN,11236,,,,,,8107      FLATLANDS AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3590590,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/31/2016,14:00,BROOKLYN,11207,40.6689254,-73.887477,"(40.6689254, -73.887477)",SCHENCK AVENUE,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3589721,PASSENGER VEHICLE,,,,
12/31/2016,14:00,BRONX,10466,40.889112,-73.8300723,"(40.889112, -73.8300723)",,,1578      EAST 233 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3590778,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2016,13:56,BRONX,10459,40.8275324,-73.8863597,"(40.8275324, -73.8863597)",,,1301      WESTCHESTER AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3589924,PASSENGER VEHICLE,,,,
12/31/2016,13:55,MANHATTAN,10019,40.7661464,-73.9832783,"(40.7661464, -73.9832783)",,,950       8 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3590682,SPORT UTILITY / STATION WAGON,,,,
12/31/2016,13:52,QUEENS,11101,40.7405445,-73.9381983,"(40.7405445, -73.9381983)",30 STREET,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3589751,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
